url,doc_id,title,audience,category,language,document_version,license_or_permission
https://cellphones.com.vn/chinh-sach-bao-hanh,cp-bh-macbook-1,Chính sách bảo hành chung CellphoneS,buyer,warranty-policy,vi,not-stated,public-source
https://cellphones.com.vn/macbook-air-2020-m1.html,cp-bh-macbook-2,Bảo hành MacBook Air M1,buyer,warranty-policy,vi,not-stated,public-source
https://cellphones.com.vn/macbook-air-m2-2022.html,cp-bh-macbook-3,Bảo hành MacBook Air M2,buyer,warranty-policy,vi,not-stated,public-source
https://cellphones.com.vn/macbook-air-m3-2024.html,cp-bh-macbook-4,Bảo hành MacBook Air M3,buyer,warranty-policy,vi,not-stated,public-source
https://cellphones.com.vn/macbook-pro-14-inch-m3.html,cp-bh-macbook-5,Bảo hành MacBook Pro 14 M3,buyer,warranty-policy,vi,not-stated,public-source
